family,above,below,n
ΦΙΛΟΛΟΓΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,827
ΦΙΛΟΛΟΓΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,607
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,Ο.Π.Α.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,424
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΕΙΡΑΙΑ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,442
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,495
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,346
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,173
ΑΓΩΓΗΣ ΚΑΙ ΦΡΟΝΤΙΔΑΣ ΣΤΗΝ ΠΡΩΙΜΗ ΠΑΙΔΙΚΗ ΗΛΙΚΙΑ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,2573
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,1071
ΑΓΩΓΗΣ ΚΑΙ ΦΡΟΝΤΙΔΑΣ ΣΤΗΝ ΠΡΩΙΜΗ ΠΑΙΔΙΚΗ ΗΛΙΚΙΑ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,1012
ΒΙΟΪΑΤΡΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,547
ΙΑΤΡΙΚΗΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,801
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Κ.Π.Α.,511
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,548
ΙΑΤΡΙΚΗΣ,Δ.Π.Θ.,Ε.Κ.Π.Α.,519
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,Ε.Κ.Π.Α.,263
ΠΑΙΔΑΓΩΓΙΚΟ ΝΗΠΙΑΓΩΓΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,757
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,Ε.Κ.Π.Α.,824
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,Α.Π.Θ.,835
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,Δ.Π.Θ.,1456
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,1044
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,801
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,359
ΜΗΧΑΝΙΚΩΝ ΟΡΥΚΤΩΝ ΠΟΡΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,432
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,282
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Α.Π.Θ.,314
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,Α.Π.Θ.,117
ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,Δ.Π.Θ.,ΠΑΝΤΕΙΟ,724
ΧΗΜΕΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΑΤΡΩΝ,1680
ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΚΡΗΤΗΣ,870
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Α.Π.Θ.,224
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,902
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Ε.Μ.Π.,102
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,166
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,151
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Α.Π.Θ.,126
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,183
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΔΙ.ΠΑ.Ε.,911
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΕΛ.ΜΕ.ΠΑ.,977
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΔΙ.ΠΑ.Ε.,289
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,400
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΔΙ.ΠΑ.Ε.,399
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΔΙ.ΠΑ.Ε.,419
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΕΛ.ΜΕ.ΠΑ.,489
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΔΙ.ΠΑ.Ε.,396
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΕΛ.ΜΕ.ΠΑ.,423
ΦΥΣΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,103
ΦΥΣΙΚΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,234
ΠΛΗΡΟΦΟΡΙΚΗΣ,Ο.Π.Α.,Α.Π.Θ.,1082
ΠΛΗΡΟΦΟΡΙΚΗΣ,ΠΑΝ. ΠΕΙΡΑΙΑ,Α.Π.Θ.,824
ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,867
ΑΓΩΓΗΣ ΚΑΙ ΦΡΟΝΤΙΔΑΣ ΣΤΗΝ ΠΡΩΙΜΗ ΠΑΙΔΙΚΗ ΗΛΙΚΙΑ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΔΙ.ΠΑ.Ε.,932
ΘΕΑΤΡΙΚΩΝ ΣΠΟΥΔΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Ε.Κ.Π.Α.,575
ΘΕΑΤΡΙΚΩΝ ΣΠΟΥΔΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,683
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,411
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,Ε.Κ.Π.Α.,229
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΠΑΤΡΩΝ,204
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Ε.Κ.Π.Α.,199
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,447
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΔΙ.ΠΑ.Ε.,339
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,329
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Δ.Π.Θ.,Α.Π.Θ.,961
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑΝ. ΠΑΤΡΩΝ,654
ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Α.Π.Θ.,116
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,350
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Ε.Μ.Π.,ΕΛ.ΜΕ.ΠΑ.,450
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Ε.Μ.Π.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,470
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Ε.Μ.Π.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,595
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΕΛ.ΜΕ.ΠΑ.,Α.Π.Θ.,143
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,328
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Α.Π.Θ.,190
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,256
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,Α.Π.Θ.,124
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,416
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Α.Π.Θ.,245
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Α.Π.Θ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,903
ΦΥΣΙΚΗΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,183
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΚΡΗΤΗΣ,430
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,410
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,Ε.Μ.Π.,290
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,211
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Ε.Μ.Π.,154
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Μ.Π.,192
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,Ε.Μ.Π.,119
ΜΗΧΑΝΙΚΩΝ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,Δ.Π.Θ.,352
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,851
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Α.Π.Θ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,628
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,571
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,185
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,964
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,1363
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,338
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,729
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,629
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,438
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,390
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,412
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,Δ.Π.Θ.,404
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,438
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,728
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,205
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,Δ.Π.Θ.,321
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Δ.Π.Θ.,669
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Δ.Π.Θ.,1141
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,571
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Δ.Π.Θ.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,457
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΕΙΡΑΙΑ,Ο.Π.Α.,491
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑΝ. ΠΑΤΡΩΝ,106
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,73
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,443
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Δ.Π.Θ.,455
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,459
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Δ.Π.Θ.,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,615
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,Ο.Π.Α.,ΠΑΝ. ΠΑΤΡΩΝ,766
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,Ο.Π.Α.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,523
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,Ο.Π.Α.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,394
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,Ο.Π.Α.,ΕΛ.ΜΕ.ΠΑ.,336
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΕΛ.ΜΕ.ΠΑ.,517
ΜΗΧΑΝΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,275
ΧΗΜΕΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,367
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Δ.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,319
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Δ.Π.Θ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,674
ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,421
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,969
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Δ.Π.Θ.,735
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΔΙ.ΠΑ.Ε.,Δ.Π.Θ.,776
ΒΙΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,Ε.Κ.Π.Α.,315
ΒΙΟΛΟΓΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,379
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,400
ΦΑΡΜΑΚΕΥΤΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,528
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,446
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΠΑΤΡΩΝ,197
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΔΙ.ΠΑ.Ε.,171
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΕΛ.ΜΕ.ΠΑ.,ΔΙ.ΠΑ.Ε.,898
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΔΙ.ΠΑ.Ε.,552
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Δ.Π.Θ.,192
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,Δ.Π.Θ.,148
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΑΙΓΑΙΟΥ,649
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΔΙ.ΠΑ.Ε.,188
